id;title;author;gender;year-birth;year-death;year-worldcat;year-ref;language;translation;downloads;subjects;shortauthor;shorttitle;worldcaturl
PG63338;Valperga Volume 2 (of 3): or, The life and adventures of Castruccio, prince of Lucca;Shelley, Mary Wollstonecraft;;1797.0;1851.0;1823.0;1823;['en'];;31;{'Castracani, Castruccio, 1281-1328 -- Fiction', 'Lucca (Italy) -- History -- Fiction', 'Guelfs and Ghibellines -- History -- Fiction', 'Italy -- History -- 1268-1492 -- Fiction', 'Condottieri -- Fiction', 'Historical fiction'};Mary+Shelley;Valperga+life;https://www.worldcat.org/search?q=Mary+Shelley+Valperga+life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9785;"Woodstock; or, the Cavalier";Scott, Walter;;1771.0;1832.0;1826.0;1826;['en'];;68;{'Historical fiction', 'Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Fiction'};Walter+Scott;Woodstock+Cavalier;https://www.worldcat.org/search?q=Walter+Scott+Woodstock+Cavalier&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40974;Blue-Stocking Hall, (Vol. 1 of 3);Scargill, William Pitt;;1787.0;1836.0;1827.0;1827;['en'];;10;{'Women -- Education -- Fiction', 'Women -- Conduct of life -- Fiction', 'Epistolary fiction'};William+Scargill;Blue+Stocking;https://www.worldcat.org/search?q=William+Scargill+Blue+Stocking&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG11409;The Red Rover: A Tale;Cooper, James Fenimore;;1789.0;1851.0;1827.0;1827;['en'];;95;{'Newport (R.I.) -- Fiction'};James+Cooper;Rover+Tale;https://www.worldcat.org/search?q=James+Cooper+Rover+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41212;"The Eve of All-Hallows; Or, Adelaide of Tyrconnel, v. 1 of 3";Hartstonge, Matthew Weld;;1772.0;;1825.0;1825;['en'];;15;{'Fiction'};Matthew+Hartstonge;Hallows+Adelaide;https://www.worldcat.org/search?q=Matthew+Hartstonge+Hallows+Adelaide&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44252;Richelieu: A Tale of France, v. 1/3;James, G. P. R. (George Payne Rainsford);;1799.0;1860.0;1800.0;1829;['en'];;25;{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'};James;Richelieu+Tale;https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG43678;"Anne of Geierstein; Or, The Maiden of the Mist. Volume 1 (of 2)";Scott, Walter;;1771.0;1832.0;1829.0;1829;['en'];;48;{'France -- History -- Louis XI, 1461-1483 -- Fiction'};Walter+Scott;Anne+Geierstein;https://www.worldcat.org/search?q=Walter+Scott+Anne+Geierstein&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58002;"Bertha's Visit to Her Uncle in England; vol. 1 [of 3]";Marcet, Mrs. (Jane Haldimand);;1769.0;1858.0;1829.0;1829;['en'];;10;{'Science -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Epistolary fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Mothers and daughters -- Juvenile fiction', 'Geology -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Kindness -- Juvenile fiction'};Mrs+Marcet;Bertha+Visit;https://www.worldcat.org/search?q=Mrs+Marcet+Bertha+Visit&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58004;"Bertha's Visit to Her Uncle in England; vol. 3 [of 3]";Marcet, Mrs. (Jane Haldimand);;1769.0;1858.0;1829.0;1829;['en'];;3;{'Uncles -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Epistolary fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Kindness -- Juvenile fiction', 'Mothers and daughters -- Juvenile fiction', 'Geology -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Science -- Juvenile fiction'};Mrs+Marcet;Bertha+Visit;https://www.worldcat.org/search?q=Mrs+Marcet+Bertha+Visit&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7632;The Disowned — Volume 02;Lytton, Edward Bulwer Lytton, Baron;;1803.0;1873.0;1829.0;1829;['en'];;8;{'English fiction -- 19th century'};Edward+Lytton;Disowned;https://www.worldcat.org/search?q=Edward+Lytton+Disowned&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53685;Melmoth the Wanderer, Vol. 1;Maturin, Charles Robert;;1780.0;1824.0;1821.0;1821;['en'];;110;{'Immortalism -- Fiction', 'Gothic fiction', 'Paranormal fiction', 'Horror tales'};Charles+Maturin;Melmoth+Wanderer;https://www.worldcat.org/search?q=Charles+Maturin+Melmoth+Wanderer&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57638;The Chartreuse of Parma: Translated from the French of Stendhal (Henri Beyle);Stendhal;;1783.0;1842.0;1900.0;1822;['en'];;184;{'Parma (Italy) -- Fiction', 'Italy -- Social life and customs -- 19th century -- Fiction', 'Political fiction', 'Love stories', 'Young men -- Italy -- Parma -- Fiction'};Stendhal;Chartreuse+Parma;https://www.worldcat.org/search?q=Stendhal+Chartreuse+Parma&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24024;Ups and Downs in the Life of a Distressed Gentleman;Stone, William L. (William Leete);;1792.0;1844.0;2008.0;1828;['en'];;19;{'New York (State) -- Fiction'};William+Stone;Downs+Life;https://www.worldcat.org/search?q=William+Stone+Downs+Life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG66374;The Charterhouse of Parma, Volume 1;Stendhal;;1783.0;1842.0;2009.0;1822;['en'];;169;{'Parma (Italy) -- Fiction', 'Italy -- Social life and customs -- 19th century -- Fiction', 'Political fiction', 'Love stories', 'Young men -- Italy -- Parma -- Fiction'};Stendhal;Charterhouse+Parma;https://www.worldcat.org/search?q=Stendhal+Charterhouse+Parma&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63339;Valperga Volume 3 (of 3): or, The life and adventures of Castruccio, prince of Lucca;Shelley, Mary Wollstonecraft;;1797.0;1851.0;1823.0;1823;['en'];;31;{'Castracani, Castruccio, 1281-1328 -- Fiction', 'Lucca (Italy) -- History -- Fiction', 'Guelfs and Ghibellines -- History -- Fiction', 'Italy -- History -- 1268-1492 -- Fiction', 'Condottieri -- Fiction', 'Historical fiction'};Mary+Shelley;Valperga+life;https://www.worldcat.org/search?q=Mary+Shelley+Valperga+life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39872;"The Three Perils of Man; or, War, Women, and Witchcraft, Vol. 2 (of 3)";Hogg, James;;1770.0;1835.0;1822.0;1822;['en'];;12;{'Historical fiction', 'Scotland -- History -- Robert II, 1371-1390 -- Fiction'};James+Hogg;Three+Perils;https://www.worldcat.org/search?q=James+Hogg+Three+Perils&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1296;The Provost;Galt, John;;1779.0;1839.0;1822.0;1822;['en'];;16;{'Municipal government -- Fiction', 'Merchants -- Fiction', 'Irvine (Scotland) -- Fiction', 'Political fiction', 'Humorous stories', 'Politicians -- Fiction', 'Scotland -- Social life and customs -- Fiction'};John+Galt;Provost;https://www.worldcat.org/search?q=John+Galt+Provost&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56426;The Mummy! A Tale of the Twenty-Second Century;Loudon, Mrs. (Jane);;1807.0;1858.0;1827.0;1827;['en'];;94;{'Feminist fiction', 'Twenty-second century -- Fiction', 'Science fiction'};Mrs+Loudon;Mummy+Tale;https://www.worldcat.org/search?q=Mrs+Loudon+Mummy+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65597;Tales of the Wild and the Wonderful [1825];Dods, Mary Diana;;;1829.0;1825.0;1825;['en'];;18;{'Adventure stories', 'Fiction'};Mary+Dods;Tales+Wild;https://www.worldcat.org/search?q=Mary+Dods+Tales+Wild&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44959;"Tales of My Time, Vol. 2 (of 3): Who Is She? [concluded]; The Young Reformers";Scargill, William Pitt;;1787.0;1836.0;1829.0;1829;['en'];;16;{'England -- Social life and customs -- 19th century -- Fiction'};William+Scargill;Tales+Time;https://www.worldcat.org/search?q=William+Scargill+Tales+Time&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7853;Quentin Durward;Scott, Walter;;1771.0;1832.0;1823.0;1823;['en'];;171;{'France -- History -- Louis XI, 1461-1483 -- Fiction', 'Charles, Duke of Burgundy, 1433-1477 -- Fiction', 'Scots -- France -- Fiction', 'Historical fiction', 'Louis XI, King of France, 1423-1483 -- Fiction'};Walter+Scott;Quentin+Durward;https://www.worldcat.org/search?q=Walter+Scott+Quentin+Durward&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44560;"Three Courses and a Dessert: Comprising Three Sets of Tales, West Country, Irish, and Legal; and a Melange";Clarke, William;;1800.0;1838.0;2008.0;1829;['en'];;37;{'West Country (England) -- Social life and customs -- Fiction', 'Legal stories, English', 'Ireland -- Social life and customs -- Fiction'};William+Clarke;Three+Courses;https://www.worldcat.org/search?q=William+Clarke+Three+Courses&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54485;Symzonia: Voyage of Discovery;Seaborn, Adam, Captain;;;;1820.0;1820;['en'];;49;{'Voyages, Imaginary', 'Science fiction'};Adam+Seaborn;Symzonia+Voyage;https://www.worldcat.org/search?q=Adam+Seaborn+Symzonia+Voyage&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54864;"Rank and Talent; A Novel, Vol. 3 (of 3)";Scargill, William Pitt;;1787.0;1836.0;1829.0;1829;['en'];;6;{'England -- Social life and customs -- 19th century -- Fiction'};William+Scargill;Rank+Talent;https://www.worldcat.org/search?q=William+Scargill+Rank+Talent&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63295;The Wishing Cap;Sherwood, Mary Martha;;1775.0;1851.0;1827.0;1827;['en'];;3;{'Wishes -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Avarice -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Children -- Death -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Kindness -- Juvenile fiction'};Mary+Sherwood;Wishing;https://www.worldcat.org/search?q=Mary+Sherwood+Wishing&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG55219;The Prose Tales of Alexander Pushkin;Pushkin, Aleksandr Sergeevich;;1799.0;1837.0;1936.0;1828;['en'];;435;{'Short stories, Russian -- Translations into English', 'Pushkin, Aleksandr Sergeevich, 1799-1837 -- Translations into English', 'Russia -- Social life and customs -- Fiction'};Aleksandr+Pushkin;Prose+Tales;https://www.worldcat.org/search?q=Aleksandr+Pushkin+Prose+Tales&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7636;The Disowned — Volume 06;Lytton, Edward Bulwer Lytton, Baron;;1803.0;1873.0;1829.0;1829;['en'];;4;{'English fiction -- 19th century'};Edward+Lytton;Disowned;https://www.worldcat.org/search?q=Edward+Lytton+Disowned&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53455;"Rank and Talent; A Novel, Vol. 1 (of 3)";Scargill, William Pitt;;1787.0;1836.0;1829.0;1829;['en'];;7;{'England -- Social life and customs -- 19th century -- Fiction'};William+Scargill;Rank+Talent;https://www.worldcat.org/search?q=William+Scargill+Rank+Talent&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3947;Cinq Mars — Volume 1;Vigny, Alfred de;;1797.0;1863.0;1829.0;1829;['en'];;3;"{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction', ""Cinq-Mars, Henri Coiffier Ruzé d'Effiat, marquis de, 1620-1642 -- Fiction""}";Alfred+Vigny;Cinq+Mars;https://www.worldcat.org/search?q=Alfred+Vigny+Cinq+Mars&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49315;Ourika;Duras, Claire de Durfort, duchesse de;;1777.0;1828.0;1824.0;1824;['en'];;513;{'Africans -- France -- Fiction', 'Women, Black -- Fiction', 'France -- Fiction', 'Race relations -- Fiction'};Claire+Duras;Ourika;https://www.worldcat.org/search?q=Claire+Duras+Ourika&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG42095;"The Eve of All-Hallows; Or, Adelaide of Tyrconnel, v. 2 of 3";Hartstonge, Matthew Weld;;1772.0;;1825.0;1825;['en'];;19;{'Fiction'};Matthew+Hartstonge;Hallows+Adelaide;https://www.worldcat.org/search?q=Matthew+Hartstonge+Hallows+Adelaide&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7004;The Antiquary — Volume 02;Scott, Walter;;1771.0;1832.0;1820.0;1820;['en'];;8;{'Scotland -- Fiction', 'Beggars -- Fiction', 'Fathers and daughters -- Fiction', 'Antiquarians -- Fiction'};Walter+Scott;Antiquary;https://www.worldcat.org/search?q=Walter+Scott+Antiquary&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG82;Ivanhoe: A Romance;Scott, Walter;;1771.0;1832.0;1820.0;1820;['en'];;2016;{'Knights and knighthood -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Normans -- Great Britain -- Fiction', 'Great Britain -- History -- Richard I, 1189-1199 -- Fiction', 'Anglo-Saxons -- Fiction', 'Love stories', 'Ivanhoe, Wilfred of, Sir (Fictitious character) -- Fiction', 'Jews -- England -- Fiction', 'Historical fiction'};Walter+Scott;Ivanhoe+Romance;https://www.worldcat.org/search?q=Walter+Scott+Ivanhoe+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44264;"The Eve of All-Hallows; Or, Adelaide of Tyrconnel, v. 3 of 3";Hartstonge, Matthew Weld;;1772.0;;1825.0;1825;['en'];;12;{'Fiction'};Matthew+Hartstonge;Hallows+Adelaide;https://www.worldcat.org/search?q=Matthew+Hartstonge+Hallows+Adelaide&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3951;Cinq Mars — Volume 5;Vigny, Alfred de;;1797.0;1863.0;1829.0;1829;['en'];;4;"{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction', ""Cinq-Mars, Henri Coiffier Ruzé d'Effiat, marquis de, 1620-1642 -- Fiction""}";Alfred+Vigny;Cinq+Mars;https://www.worldcat.org/search?q=Alfred+Vigny+Cinq+Mars&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7633;The Disowned — Volume 03;Lytton, Edward Bulwer Lytton, Baron;;1803.0;1873.0;1829.0;1829;['en'];;6;{'English fiction -- 19th century'};Edward+Lytton;Disowned;https://www.worldcat.org/search?q=Edward+Lytton+Disowned&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1310;The Annals of the Parish: Or, the Chronicle of Dalmailing During the Ministry of the Rev. Micah Balwhidder;Galt, John;;1779.0;1839.0;1821.0;1821;['en'];;21;{'Clergy -- Fiction', 'Scotland -- Fiction'};John+Galt;Annals+Parish;https://www.worldcat.org/search?q=John+Galt+Annals+Parish&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG966;Maid Marian;Peacock, Thomas Love;;1785.0;1866.0;1822.0;1822;['en'];;41;{'Women outlaws -- Fiction', 'Adventure stories', 'Great Britain -- History -- Richard I, 1189-1199 -- Fiction', 'Love stories', 'Maid Marian (Legendary character) -- Fiction', 'Historical fiction', 'Sherwood Forest (England) -- Fiction', 'Robin Hood (Legendary character) -- Fiction'};Thomas+Peacock;Maid+Marian;https://www.worldcat.org/search?q=Thomas+Peacock+Maid+Marian&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG52938;The Life and Adventures of Guzman D'Alfarache, or the Spanish Rogue, vol. 2/3;Alemán, Mateo;;1547.0;;1821.0;1821;['en'];;19;{'Spanish fiction -- Classical period, 1500-1700', 'Picaresque fiction'};Mateo+Alemán;Life+Adventures;https://www.worldcat.org/search?q=Mateo+Alemán+Life+Adventures&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG32064;The Wine-ghosts of Bremen;Hauff, Wilhelm;;1802.0;1827.0;1889.0;1824;['en'];;33;{'German fiction -- Translations into English'};Wilhelm+Hauff;Wine+ghosts;https://www.worldcat.org/search?q=Wilhelm+Hauff+Wine+ghosts&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49332;The Epicurean: A Tale;Moore, Thomas;;1779.0;1852.0;1827.0;1827;['en'];;21;{'English fiction'};Thomas+Moore;Epicurean+Tale;https://www.worldcat.org/search?q=Thomas+Moore+Epicurean+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG37296;"Samboe; or, The African Boy";Hedge, Mary Ann;;;;1800.0;1823;['en'];;41;{'Slavery -- Africa -- Fiction'};Mary+Hedge;Samboe+African;https://www.worldcat.org/search?q=Mary+Hedge+Samboe+African&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31912;"The Pictures; The Betrothing: Novels";Tieck, Ludwig;;1773.0;1853.0;1825.0;1825;['en'];;29;{'German fiction -- Translations into English'};Ludwig+Tieck;Pictures+Betrothing;https://www.worldcat.org/search?q=Ludwig+Tieck+Pictures+Betrothing&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13010;"Frank Mildmay; Or, The Naval Officer";Marryat, Frederick;;1792.0;1848.0;1800.0;1829;['en'];;5;{'Sea stories', 'Great Britain. Royal Navy -- Officers -- Fiction', 'Great Britain -- History, Naval -- 19th century -- Fiction'};Frederick+Marryat;Frank+Mildmay;https://www.worldcat.org/search?q=Frederick+Marryat+Frank+Mildmay&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62568;Stories from Switzerland;Malan, César;;1787.0;1864.0;1823.0;1823;['en'];;6;"{""Children's stories"", 'Switzerland -- Juvenile fiction', 'Christian life -- Juvenile fiction'}";César+Malan;Stories+from;https://www.worldcat.org/search?q=César+Malan+Stories+from&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10365;Precaution: A Novel;Cooper, James Fenimore;;1789.0;1851.0;1800.0;1820;['en'];;26;{'England -- Social life and customs -- Fiction'};James+Cooper;Precaution+Novel;https://www.worldcat.org/search?q=James+Cooper+Precaution+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30749;Ringan Gilhaize, or, The Covenanters;Galt, John;;1779.0;1839.0;1823.0;1823;['en'];;23;{'Historical fiction', 'Scotland -- History -- Stuarts, to the Union, 1371-1707 -- Fiction', 'Covenanters -- Fiction'};John+Galt;Ringan+Gilhaize;https://www.worldcat.org/search?q=John+Galt+Ringan+Gilhaize&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17351;The Rivals of Acadia: An Old Story of the New World;Cheney, H. V. (Harriet Vaughan);;1796.0;1889.0;1827.0;1827;['en'];;12;"{'Acadia -- Fiction', 'La Tour, Charles de Saint-Etienne de, 1593-1666 -- Fiction', ""Aulnay, Charles de Menou d', 1604?-1650 -- Fiction""}";Cheney;Rivals+Acadia;https://www.worldcat.org/search?q=Cheney+Rivals+Acadia&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20767;The Life of Mansie Wauch: Tailor in Dalkeith, written by himself;Moir, D. M. (David Macbeth);;1798.0;1851.0;1828.0;1828;['en'];;28;{'Dalkeith (Scotland) -- Fiction', 'Tailors -- Fiction'};Moir;Life+Mansie;https://www.worldcat.org/search?q=Moir+Life+Mansie&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2590;Guy Mannering;Scott, Walter;;1771.0;1832.0;1822.0;1822;['en'];;48;{'Astrologers -- Fiction', 'Inheritance and succession -- Fiction', 'Scotland -- Fiction', 'Historical fiction', 'Disinheritance -- Fiction'};Walter+Scott;Mannering;https://www.worldcat.org/search?q=Walter+Scott+Mannering&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG22124;The Golden Shoemaker: or 'Cobbler' Horn;Keyworth, J. W.;;;;1822.0;1822;['en'];;23;{'Philanthropists -- Fiction', 'Christian life -- Fiction', 'Missing children -- Fiction', 'Inheritance and succession -- Fiction'};Keyworth;Golden+Shoemaker;https://www.worldcat.org/search?q=Keyworth+Golden+Shoemaker&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG31832;The Travellers: A Tale, Designed for Young People.;Sedgwick, Catharine Maria;;1789.0;1867.0;1825.0;1825;['en'];;8;{'Canada -- Description and travel -- Fiction', 'United States -- Description and travel -- Fiction'};Catharine+Sedgwick;Travellers+Tale;https://www.worldcat.org/search?q=Catharine+Sedgwick+Travellers+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6428;The Surgeon's Daughter;Scott, Walter;;1771.0;1832.0;1800.0;1827;['en'];;42;{'Scots -- India -- Fiction', 'India -- Fiction'};Walter+Scott;Surgeon+Daughter;https://www.worldcat.org/search?q=Walter+Scott+Surgeon+Daughter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44247;"Anne of Geierstein; Or, The Maiden of the Mist. Volume 2 (of 2)";Scott, Walter;;1771.0;1832.0;1829.0;1829;['en'];;57;{'France -- History -- Louis XI, 1461-1483 -- Fiction'};Walter+Scott;Anne+Geierstein;https://www.worldcat.org/search?q=Walter+Scott+Anne+Geierstein&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53081;The Life and Adventures of Guzman D'Alfarache, or the Spanish Rogue, vol. 3/3;Alemán, Mateo;;1547.0;;1821.0;1821;['en'];;19;{'Picaresque fiction', 'Spanish fiction -- Classical period, 1500-1700'};Mateo+Alemán;Life+Adventures;https://www.worldcat.org/search?q=Mateo+Alemán+Life+Adventures&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG66375;The Charterhouse of Parma, Volume 2;Stendhal;;1783.0;1842.0;2009.0;1822;['en'];;75;{'Parma (Italy) -- Fiction', 'Italy -- Social life and customs -- 19th century -- Fiction', 'Political fiction', 'Love stories', 'Young men -- Italy -- Parma -- Fiction'};Stendhal;Charterhouse+Parma;https://www.worldcat.org/search?q=Stendhal+Charterhouse+Parma&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38838;"Tales From the ""Phantasus,"" etc. of Ludwig Tieck";Tieck, Ludwig;;1773.0;1853.0;1889.0;1823;['en'];;110;{'German fiction -- Translations into English'};Ludwig+Tieck;Tales+From;https://www.worldcat.org/search?q=Ludwig+Tieck+Tales+From&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7638;The Disowned — Volume 08;Lytton, Edward Bulwer Lytton, Baron;;1803.0;1873.0;1829.0;1829;['en'];;6;{'English fiction -- 19th century'};Edward+Lytton;Disowned;https://www.worldcat.org/search?q=Edward+Lytton+Disowned&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG9387;Theresa Marchmont, or, the Maid of Honour: A Tale;Gore, Mrs. (Catherine Grace Frances);;1799.0;1861.0;1824.0;1824;['en'];;19;{'Fiction'};Mrs+Gore;Theresa+Marchmont;https://www.worldcat.org/search?q=Mrs+Gore+Theresa+Marchmont&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44254;Richelieu: A Tale of France, v. 3/3;James, G. P. R. (George Payne Rainsford);;1799.0;1860.0;1800.0;1829;['en'];;14;{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'};James;Richelieu+Tale;https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1668;The Tapestried Chamber, and Death of the Laird's Jock;Scott, Walter;;1771.0;1832.0;1800.0;1828;['en'];;207;{'Ghost stories', 'Scotland -- Social life and customs -- Fiction'};Walter+Scott;Tapestried+Chamber;https://www.worldcat.org/search?q=Walter+Scott+Tapestried+Chamber&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44253;Richelieu: A Tale of France, v. 2/3;James, G. P. R. (George Payne Rainsford);;1799.0;1860.0;1800.0;1829;['en'];;8;{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction'};James;Richelieu+Tale;https://www.worldcat.org/search?q=James+Richelieu+Tale&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13514;Tales of a Traveller;Irving, Washington;;1783.0;1859.0;1800.0;1824;['en'];;330;{'Germany -- Social life and customs -- Fiction'};Washington+Irving;Tales+Traveller;https://www.worldcat.org/search?q=Washington+Irving+Tales+Traveller&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2496;Our Village;Mitford, Mary Russell;;1787.0;1855.0;1824.0;1824;['en'];;85;{'Country life -- England -- Fiction', 'Pastoral fiction', 'Villages -- England -- Fiction'};Mary+Mitford;Village;https://www.worldcat.org/search?q=Mary+Mitford+Village&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3948;Cinq Mars — Volume 2;Vigny, Alfred de;;1797.0;1863.0;1829.0;1829;['en'];;1;"{'Richelieu, Armand Jean du Plessis, duc de, 1585-1642 -- Fiction', ""Cinq-Mars, Henri Coiffier Ruzé d'Effiat, marquis de, 1620-1642 -- Fiction""}";Alfred+Vigny;Cinq+Mars;https://www.worldcat.org/search?q=Alfred+Vigny+Cinq+Mars&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44159;Penelope: or, Love's Labour Lost,  Vol. 2 (of 3);Scargill, William Pitt;;1787.0;1836.0;1828.0;1828;['en'];;16;{'England -- Social life and customs -- 19th century -- Fiction'};William+Scargill;Penelope+Love;https://www.worldcat.org/search?q=William+Scargill+Penelope+Love&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23058;The Queen Of Spades;Pushkin, Aleksandr Sergeevich;;1799.0;1837.0;1992.0;1828;['en'];;118;{'Gambling -- Fiction', 'Russia -- Social life and customs -- Fiction', 'Russian fiction -- Translations into English'};Aleksandr+Pushkin;Queen+Spades;https://www.worldcat.org/search?q=Aleksandr+Pushkin+Queen+Spades&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7634;The Disowned — Volume 04;Lytton, Edward Bulwer Lytton, Baron;;1803.0;1873.0;1829.0;1829;['en'];;2;{'English fiction -- 19th century'};Edward+Lytton;Disowned;https://www.worldcat.org/search?q=Edward+Lytton+Disowned&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
